Event ID,Prediction,DoS Score,Risk Level,SOC Action,Actual,Analyst Decision,MITRE Tactic,MITRE Technique ID,MITRE Technique
91448,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91449,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91450,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91451,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91452,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91453,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91454,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91455,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91456,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91457,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91458,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91459,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91460,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91461,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91462,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91463,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91464,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91465,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91466,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91467,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91468,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91469,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91470,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91471,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91472,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91473,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91474,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91475,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91476,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91477,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91478,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91479,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91480,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91481,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91482,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91483,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91484,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91485,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91486,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91487,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91488,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91489,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91490,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91491,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91492,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91493,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91494,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91495,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91496,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91497,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91498,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91499,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91500,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91501,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91502,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91503,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91504,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91505,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91506,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91507,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91508,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91509,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91510,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91511,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91512,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91513,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91514,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91515,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91516,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91517,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91518,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91519,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91520,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91521,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91522,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91523,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91524,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91525,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91526,0,0.01,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91527,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91528,1,0.9660019202069975,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91529,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91530,1,0.9919536020296691,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91531,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91532,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91533,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91534,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91535,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91536,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91537,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91538,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91539,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91540,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91541,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91542,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91543,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91544,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91545,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91546,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91547,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91548,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91549,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91550,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91551,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91552,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91553,1,0.97,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91554,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91555,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91556,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91557,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91558,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91559,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91560,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91561,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91562,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91563,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91564,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91565,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91566,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91567,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91568,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91569,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91570,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91571,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91572,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91573,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91574,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91575,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91576,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91577,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91578,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91579,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91580,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91581,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91582,1,0.9919536020296691,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91583,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91584,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91585,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91586,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91587,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91588,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91589,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91590,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91591,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91592,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91593,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91594,1,0.994428279904486,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91595,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91596,0,0.022208254694305075,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91597,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91598,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91599,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91600,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91601,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91602,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91603,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91604,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91605,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91606,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91607,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91608,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91609,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91610,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91611,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91612,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91613,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91614,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91615,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91616,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91617,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91618,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91619,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91620,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91621,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91622,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91623,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91624,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91625,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91626,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91627,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91628,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91629,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91630,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91631,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91632,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91633,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91634,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91635,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91636,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91637,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91638,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91639,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91640,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91641,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91642,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91643,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91644,0,0.01,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91645,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91646,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91647,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91648,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91649,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91650,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91651,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,0,PENDING REVIEW,Impact,T1498,Network Denial of Service
91652,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91653,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91654,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91655,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91656,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91657,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91658,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91659,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91660,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91661,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91662,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91663,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91664,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91665,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91666,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91667,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91668,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91669,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91670,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91671,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91672,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91673,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91674,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91675,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91676,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91677,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91678,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91679,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91680,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91681,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91682,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91683,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91684,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91685,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91686,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91687,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91688,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91689,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91690,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,0,PENDING REVIEW,Impact,T1498,Network Denial of Service
91691,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91692,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91693,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91694,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91695,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91696,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91697,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91698,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91699,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91700,0,0.03,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91701,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91702,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91703,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91704,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91705,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91706,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91707,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91708,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91709,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91710,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91711,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91712,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91713,0,0.0031057513120242995,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91714,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91715,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91716,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
91717,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91718,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91719,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
91720,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
